1##1	ٱسْم ٱللَّه رَّحْمَٰن رَّحِیم
13##32	قَد ٱسْتُهْزِئَ رَسُول مِن قَبْل أَمْلَيٰ ٱلَّذِي كَفَرَ ثُمّ أَخَذَ كَیْف كَانَ عِقَاب
13##33	مَن قَآئِم عَلَيٰ كُلّ نَفْس مَا كَسَبَ جَعَلَ ٱللَّه شَرِیك قَالَ سَمَّيٰ أَم نَبَّأَ مَا لَا عَلِمَ فِي أَرْض أَم ظَٰهِر مِن قَوْل بَل زَیَّنَ ٱلَّذِي كَفَرَ مَكْر صُدُّ عَن سَبِیل مَن أَضَلَّ ٱللَّه مَا مِن هَاد
13##34	عَذَاب فِي حَیَوٰة دُّنْیَا عَذَاب آخِر أَشَقّ مَا مِن ٱللَّه مِن وَاق
13##35	مَثَل جَنَّة ٱلَّذِي وَعَدَ مُتَّقِین جَرَیْ مِن تَحْت نَهَر أُكُل دَآئِم ظِلّ ذَٰلِك عُقْبَي ٱلَّذِي ٱتَّقَيٰ عُقْبَي كَٰفِرُون نَار
13##36	ٱلَّذِي آتَي كِتَٰب فَرِحَ مَا أَنزَلَ إِلَيٰ مِن حِزْب مَن یُنكِرُ بَعْض قَالَ إِنّ مَا أَمَرَ أَن عَبَدَ ٱللَّه لَا أَشْرَكَ إِلَيٰ دَعَا إِلَيٰ مََاب
13##37	ذَٰلِك أَنزَلَ حُكْم عَرَبِیّ إِن ٱتَّبَعَ أَهْوَآء بَعْد مَا جَآءَ مِن عِلْم مَا مِن ٱللَّه مِن وَلِيّ لَا وَاق
13##38	قَد أَرْسَلَ رَسُول مِن قَبْل جَعَلَ زَوْج ذُرِّیَّة مَا كَانَ رَسُول أَن أَتَي ءَایَة إِلَّا إِذْن ٱللَّه كُلّ أَجَل كِتَٰب
13##39	مَحَوْ ٱللَّه مَا شَآءَ یُثْبِتُ عِند أُمّ كِتَٰب
13##40	إِن مَا أَرَیْ بَعْض ٱلَّذِي وَعَدَ أَو تَوَفَّيٰ إِنّ مَا عَلَيٰ بَلَٰغ عَلَيٰ حِسَاب
13##41	لَم رَءَا أَنّ أَتَي أَرْض یُنقَصُ مِن طَرَف ٱللَّه حَكَمَ لَا مُعَقِّب حُكْم سَرِیع حِسَاب
13##42	قَد مَكَرَ ٱلَّذِي مِن قَبْل ٱللَّه مَكْر جَمِیع عَلِمَ مَا كَسَبَ كُلّ نَفْس عَلِمَ كَافِر مَن عُقْبَي دَار
13##43	قَالَ ٱلَّذِي كَفَرَ لَّیْسَ مُّرْسَل قَالَ كَفَيٰ ٱللَّه شَهِید بَیْن بَیْن مَن عِند عِلْم كِتَٰب
14##1	الٓر كِتَٰب أَنزَلَ إِلَيٰ أَخْرَجَ نَّاس مِن ظُلُمَٰت إِلَيٰ نُور إِذْن رَبّ إِلَيٰ صِرَٰط عَزِیز حَمِید
14##2	ٱللَّه ٱلَّذِي مَا فِي سَمَآء مَا فِي أَرْض وَیْل كَٰفِرُون مِن عَذَاب شَدِید
14##3	ٱلَّذِي ٱسْتَحَبُّ حَیَوٰة دُّنْیَا عَلَيٰ آخِر صَدَّ عَن سَبِیل ٱللَّه بَغَيٰ عِوَج أُولَٰٓئِك فِي ضَلَٰل بَعِید
14##4	مَا أَرْسَلَ مِن رَسُول إِلَّا لِسَان قَوْم بَیَّنُ أَضَلَّ ٱللَّه مَن شَآءَ هَدَي مَن شَآءَ عَزِیز حَكِیم
14##5	قَد أَرْسَلَ مُوسَيٰ ءَایَة أَن أَخْرَجَ قَوْم مِن ظُلُمَٰت إِلَيٰ نُور ذُكِّرَ یَوْم ٱللَّه إِنّ فِي ذَٰلِك ءَایَة كُلّ صَبَّار شَكُور
14##6	إِذ قَالَ مُوسَيٰ قَوْم ذَكَرَ نِعْمَة ٱللَّه عَلَيٰ إِذ أَنجَيٰ مِن ءَال فِرْعَوْن یَسُومُ سُوٓء عَذَاب یُذَبِّحُ ٱبْن یَسْتَحْيِۦٓ نِسَآء فِي ذَٰلِك بَلَآء مِن رَبّ عَظِیم
14##7	إِذ تَأَذَّنَ رَبّ إِن شَكَرَ زَادَ إِن كَفَرَ إِنّ عَذَاب شَدِید
14##8	قَالَ مُوسَيٰ إِن كَفَرَ مَن فِي أَرْض جَمِیع إِنّ ٱللَّه غَنِيّ حَمِید
14##9	لَم أَتَي نَبَأ ٱلَّذِي مِن قَبْل قَوْم نُوح عَاد ثَمُود ٱلَّذِي مِن بَعْد لَا عَلِمَ إِلَّا ٱللَّه جَآءَ رَسُول بَیِّنَة رَدَّ یَد فِي أَفْوَٰه قَالَ إِنّ كَفَرَ مَا أَرْسَلَ إِنّ فِي شَكّ مِن مَا دَعَا إِلَيٰ مُرِیب
14##10	قَالَ رَسُول فِي ٱللَّه شَكّ فَاطِر سَمَآء أَرْض دَعَا غَفَرَ مِن ذَنب أَخَّرَ إِلَيٰ أَجَل مُّسَمًّي قَالَ إِن إِلَّا بَشَر مِثْل أَرَادَ أَن صَدَّ عَن مَا كَانَ عَبَدَ آبَاء أَتَي سُلْطَٰن مُّبِین
14##11	قَالَ رَسُول إِن إِلَّا بَشَر مِثْل لَٰكِنّ ٱللَّه مَنَّ عَلَيٰ مَن شَآءَ مِن عَبْد مَا كَانَ أَن أَتَي سُلْطَٰن إِلَّا إِذْن ٱللَّه عَلَيٰ ٱللَّه تَوَكَّلْ مُؤْمِن
14##12	مَا أَن لَا تَوَكَّلْ عَلَيٰ ٱللَّه قَد هَدَي سَبِیل صَبَرَ عَلَيٰ مَا أُوذِيَ عَلَيٰ ٱللَّه تَوَكَّلْ مُتَوَكِّلُون
14##13	قَالَ ٱلَّذِي كَفَرَ رَسُول أَخْرَجَ مِن أَرْض أَو عَادَ فِي مِلَّة أَوْحَيٰٓ إِلَيٰ رَبّ أَهْلَكَ ظَالِم
14##14	أَسْكَن أَرْض مِن بَعْد ذَٰلِك مَن خَافَ مَقَام خَافَ وَعِید
14##15	ٱسْتَفْتَحُ خَابَ كُلّ جَبَّار عَنِید
14##16	مِن وَرَآء جَهَنَّم سَقَيٰ مِن مَآء صَدِید
14##17	یَتَجَرَّعُ لَا كَادَ یُسِیغُ أَتَي مَوْت مِن كُلّ مَّكَان مَا مَّیِّت مِن وَرَآء عَذَاب غَلِیظ
14##18	مَثَل ٱلَّذِي كَفَرَ رَبّ عَمَل رَمَاد ٱشْتَدَّتْ رِیح فِي یَوْم عَاصِف لَا قَدَرَ مِن مَا كَسَبَ عَلَيٰ شَيْء ذَٰلِك ضَلَٰل بَعِید
14##19	لَم رَءَا أَنّ ٱللَّه خَلَقَ سَمَآء أَرْض حَقّ إِن شَآءَ أَذْهَبَ أَتَي خَلْق جَدِید
14##20	مَا ذَٰلِك عَلَيٰ ٱللَّه عَزِیز
14##21	بَرَزَ ٱللَّه جَمِیع قَالَ ضَعِیف ٱلَّذِي ٱسْتَكْبَرَ إِنّ كَانَ تَبَع هَل مُّغْنُون عَن مِن عَذَاب ٱللَّه مِن شَيْء قَالَ لَو هَدَي ٱللَّه هَدَي سَوَآء عَلَيٰ جَزِعْ أَم صَبَرَ مَا مِن مَّحِیص
14##22	قَالَ شَیْطَٰن لَمَّا قَضَيٰٓ أَمْر إِنّ ٱللَّه وَعَدَ وَعْد حَقّ وَعَدَ أَخْلَفُ مَا كَانَ عَلَيٰ مِن سُلْطَٰن إِلَّا أَن دَعَا ٱسْتَجَابَ لَا لُمْ لُمْ نَفْس مَا مُصْرِخ مَا مُصْرِخ إِنّ كَفَرَ مَا أَشْرَكَ مِن قَبْل إِنّ ظَالِم عَذَاب أَلِیم
14##23	أُدْخِلَ ٱلَّذِي ءَامَنَ عَمِلَ صَّٰلِحَٰت جَنَّة جَرَیْ مِن تَحْت نَهَر خَٰلِد فِي إِذْن رَبّ تَحِیَّة فِي سَلَٰم
14##24	لَم رَءَا كَیْف ضَرَبَ ٱللَّه مَثَل كَلِمَة طَیِّبَة شَجَرَة طَیِّبَة أَصْل ثَابِت فَرْع فِي سَمَآء
14##25	آتَي أُكُل كُلّ حِین إِذْن رَبّ ضَرَبَ ٱللَّه مَثَل نَّاس لَعَلّ تَذَكَّرَ
14##26	مَثَل كَلِمَة خَبِیثَة شَجَرَة خَبِیثَة ٱجْتُثَّتْ مِن فَوْق أَرْض مَا مِن قَرَار
14##27	ثَبَّتْ ٱللَّه ٱلَّذِي ءَامَنَ قَوْل ثَابِت فِي حَیَوٰة دُّنْیَا فِي آخِر أَضَلَّ ٱللَّه ظَالِم فَعَلَ ٱللَّه مَا شَآءَ
14##28	لَم رَءَا إِلَيٰ ٱلَّذِي بَدَّلَ نِعْمَة ٱللَّه كُفْر أَحَلَّ قَوْم دَار بَوَار
14##29	جَهَنَّم یَصْلَي بِئْسَ قَرَار
14##30	جَعَلَ ٱللَّه أَندَاد أَضَلَّ عَن سَبِیل قَالَ تَمَتَّعَ إِنّ مَصِیر إِلَيٰ نَار
14##31	قَالَ عَبْد ٱلَّذِي ءَامَنَ أَقَامَ صَلَوٰة أَنفَقَ مِن مَا رَزَقَ سِرّ عَلَانِیَة مِن قَبْل أَن أَتَي یَوْم لَا بَیْع فِي لَا خِلَٰل
14##32	ٱللَّه ٱلَّذِي خَلَقَ سَمَآء أَرْض أَنزَلَ مِن سَمَآء مَآء أَخْرَجَ مِن ثَمَرَٰت رِزْق سَخَّرَ فُلْك جَرَیْ فِي بَحْر أَمْر سَخَّرَ نَهَر
14##33	سَخَّرَ شَمْس قَمَر دَآئِبَیْن سَخَّرَ لَیْل نَهَار
14##34	آتَي مِن كُلّ مَا سَأَلَ إِن عَدَّ نِعْمَة ٱللَّه لَا أَحْصَيٰ إِنّ إِنسَٰن ظَلُوم كَفَّار
14##35	إِذ قَالَ إِبْرَاهِیم رَبّ جَعَلَ هَٰذَا بَلَد ءَامِن ٱجْنُبْ بُنَيّ أَن عَبَدَ أَصْنَام
14##36	رَبّ إِنّ أَضَلَّ كَثِیر مِن نَّاس مَن تَبِعَ إِنّ مِن مَن عَصَا إِنّ غَفُور رَّحِیم
14##37	رَبّ إِنّ أَسْكَن مِن ذُرِّیَّة وَاد غَیْر ذُو زَرْع عِند بَیْت مُحَرَّم رَبّ أَقَامَ صَلَوٰة جَعَلَ فُؤَاد مِن نَّاس هَوَيٰ إِلَيٰ رَزَقَ مِن ثَمَرَٰت لَعَلّ شَكَرَ
14##38	رَبّ إِنّ عَلِمَ مَا أُخْفِيَ مَا أَعْلَن مَا یَخْفَيٰ عَلَيٰ ٱللَّه مِن شَيْء فِي أَرْض لَا فِي سَمَآء
14##39	حَمْد ٱللَّه ٱلَّذِي وَهَبَ عَلَيٰ كِبَر إِسْمَاعِیل إِسْحَاق إِنّ رَبّ سَمِیع دُعَآء
14##40	رَبّ جَعَلَ مُّقِیم صَلَوٰة مِن ذُرِّیَّة رَبّ تَقَبَّلَ دُعَآء
14##41	رَبّ غَفَرَ وَٰلِدَی مُؤْمِن یَوْم قَامَ حِسَاب
14##42	لَا حَسِبَ ٱللَّه غَٰفِل عَن مَا عَمِلَ ظَالِم إِنّ مَا أَخَّرَ یَوْم تَشْخَصُ فِي بَصَر
14##43	مُهْطِعِین مُقْنِعِي رَأْس لَا ٱرْتَدَّ إِلَيٰ طَرْف فُؤَاد هَوَآء
14##44	أَنذَرَ نَّاس یَوْم أَتَي عَذَاب قَالَ ٱلَّذِي ظَلَمَ رَبّ أَخَّرَ إِلَيٰ أَجَل قَرِیب أُجِیبَت دَعْوَة ٱتَّبَعَ رَسُول لَم كَانَ أَقْسَمُ مِن قَبْل مَا مِن زَوَال
14##45	سَكَنَ فِي مَسْكَن ٱلَّذِي ظَلَمَ نَفْس تَبَیَّنَ كَیْف فَعَلَ ضَرَبَ مَثَل
14##46	قَد مَكَرَ مَكْر عِند ٱللَّه مَكْر إِن كَانَ مَكْر زَالَ مِن جَبَل
14##47	لَا حَسِبَ ٱللَّه مُخْلِف وَعْد رَسُول إِنّ ٱللَّه عَزِیز ذُو ٱنتِقَام
14##48	یَوْم بَدَّلَ أَرْض غَیْر أَرْض سَمَآء بَرَزَ ٱللَّه وَٰحِد قَهَّار
14##49	رَءَا مُجْرِم یَوْمَئِذ مُّقَرَّنِین فِي أَصْفَاد
14##50	سَرَٰبِیل مِن قَطِرَان غَشِیَ وَجْه نَار
14##51	جَزَيٰ ٱللَّه كُلّ نَفْس مَا كَسَبَ إِنّ ٱللَّه سَرِیع حِسَاب
14##52	هَٰذَا بَلَٰغ نَّاس أَنذَرَ عَلِمَ أَنّ مَا إِلَٰه وَٰحِد تَذَكَّرَ أُولِي أَلْبَٰب
15##1	الٓر ذَٰلِك ءَایَة كِتَٰب قُرْءَان مُّبِین
15##2	رُّب مَا وَدَّ ٱلَّذِي كَفَرَ لَو كَانَ مُسْلِم
15##3	یَذَرَ أَكَلَ تَمَتَّعَ أَلْهَيٰ أَمَل سَوْف عَلِمَ
15##4	مَا أَهْلَكَ مِن قَرْیَة إِلَّا كِتَٰب مَّعْلُوم
15##5	مَا سَبَقَ مِن أُمَّة أَجَل مَا یَسْتَأْخِرُ
15##6	قَالَ أَیُّهَا ٱلَّذِي نَزَّلَ عَلَيٰ ذِكْر إِنّ مَجْنُون
15##7	لَو مَا أَتَي مَلَك إِن كَانَ مِن صَادِق
15##8	مَا نَزَّلَ مَلَك إِلَّا حَقّ مَا كَانَ إِذًا مُنظَرُون
15##9	إِنّ نَزَّلَ ذِكْر إِنّ حَٰفِظ
15##10	قَد أَرْسَلَ مِن قَبْل فِي شِیعَة أَوَّل
15##11	مَا أَتَي مِن رَسُول إِلَّا كَانَ ٱسْتُهْزِئَ
15##12	ذَٰلِك سَلَكَ فِي قَلْب مُجْرِم
15##13	لَا ءَامَنَ قَد خَلَا سُنَّة أَوَّل
15##14	لَو فَتَحَ عَلَيٰ بَاب مِن سَمَآء ظَلَّ فِي یَعْرُجُ
15##15	قَالَ إِنّ مَا سُكِّرَتْ بَصَر بَل قَوْم مَّسْحُور
15##16	قَد جَعَلَ فِي سَمَآء بُرُوج زَیَّنَ نَٰظِرِین
15##17	حَفِظَ مِن كُلّ شَیْطَٰن رَجِیم
15##18	إِلَّا مَن ٱسْتَرَقَ سَمْع أَتْبَعَ شِهَاب مُّبِین
15##19	أَرْض مَدَّ أَلْقَيٰٓ فِي رَوَٰسِي أَنۘبَتَ فِي مِن كُلّ شَيْء مَّوْزُون
15##20	جَعَلَ فِي مَعَٰیِش مَن لَّیْسَ رَّٰزِقِین
15##21	إِن مِن شَيْء إِلَّا عِند خَزَآئِن مَا نَزَّلَ إِلَّا قَدَر مَّعْلُوم
15##22	أَرْسَلَ رِیح لَوَٰقِح أَنزَلَ مِن سَمَآء مَآء أَسْقَیْ مَا خَٰزِنِین
15##23	إِنّ أَحْیَا أَمَاتَ وَارِث
15##24	قَد عَلِمَ مُسْتَقْدِمِین مِن قَد عَلِمَ مُسْتَْخِرِین
15##25	إِنّ رَبّ حَشَرَ إِنّ حَكِیم عَلِیم
15##26	قَد خَلَقَ إِنسَٰن مِن صَلْصَٰل مِن حَمَإ مَّسْنُون
15##27	جَآنّ خَلَقَ مِن قَبْل مِن نَار سَمُوم
15##28	إِذ قَالَ رَبّ مَلَك إِنّ خَٰلِق بَشَر مِن صَلْصَٰل مِن حَمَإ مَّسْنُون
15##29	إِذَا سَوَّيٰ نَفَخَ فِي مِن رُوح وَقَعَ سَاجِد
15##30	سَجَدَ مَلَك كُلّ أَجْمَعِین
15##31	إِلَّا إِبْلِیس أَبَي أَن كَانَ مَع سَاجِد
15##32	قَالَ إِبْلِیس مَا أَن لَا كَانَ مَع سَاجِد
15##33	قَالَ لَم كَانَ سَجَدَ بَشَر خَلَقَ مِن صَلْصَٰل مِن حَمَإ مَّسْنُون
15##34	قَالَ خَرَجَ مِن إِنّ رَجِیم
15##35	إِنّ عَلَيٰ لَعْنَة إِلَيٰ یَوْم دِین
15##36	قَالَ رَبّ یُنظَرُ إِلَيٰ یَوْم بَعَثَ
15##37	قَالَ إِنّ مِن مُنظَرُون
15##38	إِلَيٰ یَوْم وَقْت مَّعْلُوم
15##39	قَالَ رَبّ مَا أَغْوَیْ زَیَّنَ فِي أَرْض أَغْوَیْ أَجْمَعِین
15##40	إِلَّا عَبْد مِن مُخْلَص
15##41	قَالَ هَٰذَا صِرَٰط عَلَيٰ مُّسْتَقِیم
15##42	إِنّ عَبْد لَّیْسَ عَلَيٰ سُلْطَٰن إِلَّا مَن ٱتَّبَعَ مِن غَٰوِین
15##43	إِنّ جَهَنَّم مَّوْعِد أَجْمَعِین
15##44	سَبْعَة بَاب كُلّ بَاب مِن جُزْء مَّقْسُوم
15##45	إِنّ مُتَّقِین فِي جَنَّة عَیْن
15##46	دَخَلَ سَلَٰم ءَامِنِین
15##47	نَزَعَ مَا فِي صَدْر مِن غِلّ أَخ عَلَيٰ سُرُر مُّتَقَٰبِلِین
15##48	لَا مَسَّ فِي نَصَب مَا مِن مُخْرَج
15##49	نَبَّأَ عَبْد أَنّ غَفُور رَّحِیم
15##50	أَنّ عَذَاب عَذَاب أَلِیم
15##51	نَبَّأَ عَن ضَیْف إِبْرَاهِیم
15##52	إِذ دَخَلَ عَلَيٰ قَالَ سَلَٰم قَالَ إِنّ مِن وَجِلُون
15##53	قَالَ لَا وَجِلَتْ إِنّ بُشِّرَ غُلَٰم عَلِیم
15##54	قَالَ بُشِّرَ عَلَيٰ أَن مَسَّ كِبَر مَا بُشِّرَ
15##55	قَالَ بُشِّرَ حَقّ لَا كَانَ مِن قَٰنِطِین
15##56	قَالَ مَن قَنَطُ مِن رَحْمَة رَبّ إِلَّا ضَآلّ
15##57	قَالَ مَا خَطْب أَیُّهَا مُّرْسَل
15##58	قَالَ إِنّ أَرْسَلَ إِلَيٰ قَوْم مُجْرِم
